stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code,asw_node_id,asw_stop_id
U684Z1,"Smiřická",50.089752,14.666487,"B",,0,,0,,A,684,1
U684Z2P,"Smiřická",50.089775,14.666346,"P",,0,,0,,B,684,2
U684Z2,"Smiřická",50.089775,14.666346,"B",,0,,0,,B,684,2
U685Z1P,"Jinonice",50.054367,14.370066,"P",,0,,0,,A,685,1
U685Z2P,"Jinonice",50.054684,14.369582,"P",,0,,0,,B,685,2
U685Z3P,"Jinonice",50.054623,14.371593,"P",,0,,0,,C,685,3
U685Z4P,"Jinonice",50.054485,14.371650,"P",,0,,0,,D,685,4
U685Z13P,"Jinonice",50.054623,14.371593,"P",,0,,0,,C,685,13
U685Z101P,"Jinonice",50.054210,14.369910,"P",,0,U685S1,1,U685L1,1,685,101
U685Z102P,"Jinonice",50.054140,14.369950,"P",,0,U685S1,1,U685L1,2,685,102
U686Z1P,"Smržovská",50.095089,14.669043,"P",,0,,0,,A,686,1
U686Z1,"Smržovská",50.095089,14.669043,"B",,0,,0,,A,686,1
U686Z2P,"Smržovská",50.094734,14.668633,"P",,0,,0,,B,686,2
U686Z2,"Smržovská",50.094734,14.668633,"B",,0,,0,,B,686,2
U687Z1P,"Sobín",50.067554,14.263910,"P",,0,,0,,A,687,1
U687Z2P,"Sobín",50.067490,14.264194,"P",,0,,0,,B,687,2
U687Z2,"Sobín",50.067490,14.264194,"B",,0,,0,,B,687,2
U687Z3,"Sobín",50.068424,14.263350,"B",,0,,0,,C,687,3
U687Z4,"Sobín",50.068138,14.263385,"B",,0,,0,,D,687,4
U688Z1P,"Sídliště Kobylisy",50.127533,14.452250,"P",,0,,0,,A,688,1
U688Z2P,"Sídliště Kobylisy",50.126553,14.451966,"P",,0,,0,,B,688,2
U689Z1P,"Florenc",50.091171,14.438784,"P",,0,,1,,A,689,1
U689Z2P,"Florenc",50.091190,14.439205,"P",,0,,1,,B,689,2
U689Z3P,"Florenc",50.090469,14.439066,"P",,0,,0,,G,689,3
U689Z4P,"Florenc",50.090519,14.438783,"P",,0,,0,,D,689,4
U689Z5P,"Florenc",50.089867,14.438799,"P",,0,,0,,H,689,5
U689Z6P,"Florenc",50.090099,14.440372,"P",,0,,0,,I,689,6
U689Z7P,"Florenc",50.090820,14.438616,"P",,0,,0,,F,689,7
U689Z9P,"Florenc",50.090862,14.438196,"P",,0,,0,,C,689,9
U689Z101P,"Florenc",50.090560,14.437620,"P",,0,U689S1,1,U689L5,B1,689,101
U689Z102P,"Florenc",50.090410,14.437660,"P",,0,U689S1,1,U689L5,B2,689,102
U689Z121P,"Florenc",50.090020,14.439230,"P",,0,U689S1,1,U689L2,C1,689,121
U689Z122P,"Florenc",50.090050,14.439100,"P",,0,U689S1,1,U689L2,C2,689,122
U690Z1P,"Solidarita",50.076889,14.493828,"P",,0,,1,,A,690,1
U690Z2P,"Solidarita",50.076881,14.494722,"P",,0,,1,,B,690,2
U691Z1P,"Podkovářská",50.102951,14.513453,"P",,0,,1,,A,691,1
U691Z2P,"Podkovářská",50.102966,14.514374,"P",,0,,1,,B,691,2
U692Z1P,"Sparta",50.099258,14.418599,"P",,0,,1,,A,692,1
U692Z2P,"Sparta",50.098991,14.416130,"P",,0,,1,,B,692,2
U692Z3P,"Sparta",50.099072,14.418044,"P",,0,,0,,C,692,3
U692Z4P,"Sparta",50.099323,14.417971,"P",,0,,0,,D,692,4
U693Z1P,"U Palaty",50.077278,14.387869,"P",,0,,0,,A,693,1
U693Z2P,"U Palaty",50.077106,14.388166,"P",,0,,0,,B,693,2
U694Z1P,"Spojovací",50.091843,14.498598,"P",,0,,1,,A,694,1
U694Z2P,"Spojovací",50.091507,14.499408,"P",,0,,1,,B,694,2
U694Z3P,"Spojovací",50.091324,14.499192,"P",,0,,0,,C,694,3
U694Z4P,"Spojovací",50.092316,14.498014,"P",,0,,0,,D,694,4
U695Z1P,"Spolská",50.090584,14.541321,"P",,0,,0,,A,695,1
U695Z2P,"Spolská",50.090649,14.541792,"P",,0,,0,,B,695,2
U696Z1P,"V Kratinách",50.145576,14.442216,"P",,0,,0,,A,696,1
U696Z2P,"V Kratinách",50.145756,14.442817,"P",,0,,0,,B,696,2
U697Z1P,"Spořilov",50.050941,14.482205,"P",,0,,1,,A,697,1
U697Z2P,"Spořilov",50.050560,14.482007,"P",,0,,1,,B,697,2
U697Z3P,"Spořilov",50.048344,14.481098,"P",,0,,0,,C,697,3
U697Z4P,"Spořilov",50.048531,14.481090,"P",,0,,0,,D,697,4
U697Z5P,"Spořilov",50.048401,14.482750,"P",,0,,0,,E,697,5
U697Z6P,"Spořilov",50.049980,14.482579,"P",,0,,0,,F,697,6
U697Z7P,"Spořilov",50.050552,14.483483,"P",,0,,0,,G,697,7
U698Z1P,"Terminál 3",50.098976,14.288948,"P",,0,,0,,A,698,1
U698Z2P,"Terminál 3",50.098816,14.288818,"P",,0,,0,,B,698,2
U698Z2,"Terminál 3",50.098816,14.288818,"B",,0,,0,,B,698,2
U698Z3,"Terminál 3",50.098976,14.288948,"B",,0,,0,,C,698,3
U699Z1P,"Stadion Strahov",50.078354,14.388194,"P",,0,,0,,A,699,1
U699Z2P,"Stadion Strahov",50.078186,14.387835,"P",,0,,0,,B,699,2
U699Z3P,"Stadion Strahov",50.078484,14.389113,"P",,0,,0,,C,699,3
U699Z4P,"Stadion Strahov",50.078709,14.388542,"P",,0,,0,,D,699,4
U699Z12P,"Stadion Strahov",50.078186,14.387835,"P",,0,,0,,B,699,12
U700Z1P,"Staré náměstí",50.082214,14.310689,"P",,0,,0,,A,700,1
U700Z2P,"Drnovská",50.083069,14.311311,"P",,0,,0,,B,700,2
U700Z3P,"Staré náměstí",50.081490,14.310410,"P",,0,,0,,C,700,3
U700Z4P,"Drnovská",50.082878,14.310838,"P",,0,,0,,D,700,4
U701Z1P,"Starodejvická",50.096962,14.371035,"P",,0,,0,,A,701,1
U701Z2P,"Starodejvická",50.096851,14.371583,"P",,0,,0,,B,701,2
U702Z1P,"Starochuchelská",50.011452,14.385866,"P",,0,,0,,A,702,1
U703Z1P,"Staroměstská",50.088200,14.415322,"P",,0,,1,,A,703,1
U703Z2P,"Staroměstská",50.088463,14.415546,"P",,0,,1,,B,703,2
U703Z3P,"Staroměstská",50.089134,14.416533,"P",,0,,0,,C,703,3
U703Z4P,"Staroměstská",50.089718,14.416116,"P",,0,,0,,D,703,4
U703Z5P,"Staroměstská",50.088650,14.415822,"P",,0,,0,,F,703,5
U703Z101P,"Staroměstská",50.088160,14.417630,"P",,0,U703S1,2,U703L2,1,703,101
U703Z102P,"Staroměstská",50.088240,14.417690,"P",,0,U703S1,2,U703L2,2,703,102
U704Z1P,"Starý Spořilov",50.042500,14.473633,"P",,0,,0,,A,704,1
U704Z2P,"Starý Spořilov",50.042583,14.473388,"P",,0,,0,,B,704,2
U705Z1P,"Závodiště Chuchle",50.007614,14.388795,"P",,0,,0,,A,705,1
U705Z3P,"Závodiště Chuchle",50.007572,14.388975,"P",,0,,0,,C,705,3
U706Z1P,"Strojírenská",50.065865,14.288399,"P",,0,,0,,A,706,1
U706Z1,"Strojírenská",50.065865,14.288399,"0",,0,,0,,A,706,1
U706Z2P,"Strojírenská",50.065918,14.288349,"P",,0,,0,,B,706,2
U706Z2,"Strojírenská",50.065918,14.288349,"0",,0,,0,,B,706,2
U707Z1P,"Tiskařská",50.082649,14.534349,"P",,0,,0,,A,707,1
U707Z2P,"Tiskařská",50.083252,14.533833,"P",,0,,0,,B,707,2
U708Z2P,"Zamenhofova",50.077408,14.538162,"P",,0,,0,,B,708,2
U709Z1P,"Nárožní",50.053478,14.329803,"P",,0,,0,,A,709,1
U709Z2P,"Nárožní",50.053364,14.330236,"P",,0,,0,,B,709,2
U710Z1P,"Vackova",50.045052,14.315332,"P",,0,,0,,A,710,1
U710Z2P,"Vackova",50.044552,14.315249,"P",,0,,0,,B,710,2
U711Z1P,"Kovářova-KD Mlejn",50.048435,14.317782,"P",,0,,0,,A,711,1
U711Z2P,"Kovářova-KD Mlejn",50.048199,14.317866,"P",,0,,0,,B,711,2
U712Z1P,"Sídliště Stodůlky",50.047150,14.316666,"P",,0,,0,,A,712,1
U712Z3P,"Sídliště Stodůlky",50.046768,14.317216,"P",,0,,0,,C,712,3
U713Z1P,"Strašnická",50.072601,14.490489,"P",,0,,1,,A,713,1
U713Z2P,"Strašnická",50.073017,14.491092,"P",,0,,1,,B,713,2
U713Z4P,"Strašnická",50.072453,14.490683,"P",,0,,0,,D,713,4
U713Z5P,"Strašnická",50.072369,14.492499,"P",,0,,0,,E,713,5
U713Z6P,"Strašnická",50.072285,14.491716,"P",,0,,0,,F,713,6
U713Z101P,"Strašnická",50.073040,14.490480,"P",,0,U713S1,1,U713L1,1,713,101
U713Z102P,"Strašnická",50.073090,14.490540,"P",,0,U713S1,1,U713L1,2,713,102
U714Z1P,"Strážní",50.092316,14.481535,"P",,0,,1,,A,714,1
U714Z2P,"Strážní",50.092190,14.481012,"P",,0,,1,,B,714,2
U716Z1,"Jíloviště,Výzkumný ústav",49.942539,14.391951,"B,1",,0,,0,,A,716,1
U716Z2,"Jíloviště,Výzkumný ústav",49.942551,14.392508,"B,1",,0,,0,,B,716,2
U717Z1P,"Strossmayerovo náměstí",50.098896,14.432892,"P",,0,,1,,A,717,1
U717Z2P,"Strossmayerovo náměstí",50.098881,14.433691,"P",,0,,1,,B,717,2
U717Z4P,"Strossmayerovo náměstí",50.098644,14.433255,"P",,0,,1,,D,717,4
U717Z5P,"Strossmayerovo náměstí",50.099167,14.433215,"P",,0,,1,,E,717,5
U717Z6P,"Strossmayerovo náměstí",50.099201,14.433374,"P",,0,,0,,F,717,6
U718Z1P,"Březiněveská",50.126026,14.457123,"P",,0,,2,,A,718,1
U718Z2P,"Březiněveská",50.126808,14.456873,"P",,0,,2,,B,718,2
U719Z1P,"Sudějovická",50.075108,14.666210,"P",,0,,0,,A,719,1
U719Z1,"Sudějovická",50.075108,14.666210,"B",,0,,0,,A,719,1
U719Z2P,"Sudějovická",50.075386,14.665277,"P",,0,,0,,B,719,2
U719Z2,"Sudějovická",50.075386,14.665277,"B",,0,,0,,B,719,2
U720Z1P,"Smaragdová",50.026482,14.360709,"P",,0,,0,,A,720,1
U720Z1,"Smaragdová",50.026482,14.360709,"0",,0,,0,,A,720,1
U721Z1P,"Suchdolské náměstí",50.136089,14.380696,"P",,0,,0,,A,721,1
U721Z1,"Suchdolské náměstí",50.136089,14.380696,"B",,0,,0,,A,721,1
U721Z2P,"Suchdolské náměstí",50.135635,14.379961,"P",,0,,0,,B,721,2
U721Z2,"Suchdolské náměstí",50.135635,14.379961,"B",,0,,0,,B,721,2
U722Z1P,"Sulická",50.026485,14.445866,"P",,0,,0,,A,722,1
U722Z2P,"Sulická",50.026466,14.445433,"P",,0,,0,,B,722,2
U723Z1P,"Vršovický hřbitov",50.062969,14.466983,"P",,0,,0,,A,723,1
U723Z2P,"Vršovický hřbitov",50.063545,14.466436,"P",,0,,0,,B,723,2
U724Z1P,"Svatoplukova",50.065102,14.429172,"P",,0,,2,,A,724,1
U724Z2P,"Svatoplukova",50.064991,14.429699,"P",,0,,1,,B,724,2
U725Z1P,"Tehovičky",50.013535,14.622816,"P",,0,,0,,A,725,1
U725Z2P,"Tehovičky",50.012383,14.624000,"P",,0,,0,,B,725,2
U726Z3P,"Václava Špačka",50.097954,14.625573,"P",,0,,0,,C,726,3
U726Z4P,"Václava Špačka",50.098221,14.625634,"P",,0,,0,,D,726,4
U727Z1P,"Darwinova",50.010933,14.409932,"P",,0,,0,,A,727,1
U727Z2P,"Darwinova",50.010685,14.409983,"P",,0,,0,,B,727,2
U728Z1P,"Šatovka",50.117535,14.374866,"P",,0,,0,,A,728,1
U728Z2P,"Šatovka",50.117516,14.374900,"P",,0,,0,,B,728,2
U729Z1P,"Šeberák",50.012001,14.490633,"P",,0,,0,,A,729,1
U729Z3P,"Šeberák",50.011452,14.492000,"P",,0,,0,,C,729,3
U730Z1P,"Šeberov",50.017784,14.510816,"P",,0,,0,,A,730,1
U730Z1,"Šeberov",50.017784,14.510816,"B",,0,,0,,A,730,1
U730Z2P,"Šeberov",50.018536,14.510566,"P",,0,,0,,B,730,2
U730Z2,"Šeberov",50.018536,14.510566,"B",,0,,0,,B,730,2
U731Z1P,"V Ladech",50.013218,14.513733,"P",,0,,0,,A,731,1
U731Z1,"V Ladech",50.013218,14.513733,"B",,0,,0,,A,731,1
U731Z2P,"V Ladech",50.013294,14.513742,"P",,0,,0,,B,731,2
U731Z2,"V Ladech",50.013294,14.513742,"B",,0,,0,,B,731,2
U732Z1P,"Bolevecká",50.043034,14.555066,"P",,0,,0,,A,732,1
U732Z2P,"Bolevecká",50.043209,14.557193,"P",,0,,0,,B,732,2
U733Z1P,"Šmukýřka",50.064167,14.370482,"P",,0,,0,,A,733,1
U733Z2P,"Šmukýřka",50.064369,14.370749,"P",,0,,0,,B,733,2
U734Z1P,"Špejchar",50.097340,14.410296,"P",,0,,1,,A,734,1
U734Z2P,"Špejchar",50.097572,14.409676,"P",,0,,1,,B,734,2
U734Z3P,"Špejchar",50.097385,14.410265,"P",,0,,1,,C,734,3
U735Z1P,"Šperlova",50.034267,14.510900,"P",,0,,0,,A,735,1
U735Z2P,"Šperlova",50.034203,14.510833,"P",,0,,0,,B,735,2
U736Z1P,"Špitálka",50.110569,14.378050,"P",,0,,0,,A,736,1
U736Z2P,"Špitálka",50.110367,14.378249,"P",,0,,0,,B,736,2
U737Z1P,"Štefkova",50.079784,14.353283,"P",,0,,0,,A,737,1
U737Z2P,"Štefkova",50.079685,14.352781,"P",,0,,0,,B,737,2
U738Z1P,"Štěchovická",50.071911,14.499283,"P",,0,,0,,A,738,1
U738Z2P,"Štěchovická",50.072159,14.500532,"P",,0,,0,,B,738,2
U739Z1P,"Štěpánská",50.075687,14.422431,"P",,0,,1,,A,739,1
U739Z2P,"Štěpánská",50.075600,14.423317,"P",,0,,2,,B,739,2
U739Z3P,"Štěpánská",50.075520,14.424448,"P",,0,,0,,C,739,3
U740Z1P,"Štěpničná",50.127975,14.477279,"P",,0,,2,,A,740,1
U740Z2P,"Štěpničná",50.128006,14.477661,"P",,0,,2,,B,740,2
U740Z3P,"Štěpničná",50.127735,14.476116,"P",,0,,0,,C,740,3
U740Z3,"Štěpničná",50.127735,14.476116,"0",,0,,0,,C,740,3
U740Z4P,"Štěpničná",50.127995,14.478148,"P",,0,,0,,D,740,4
U740Z4,"Štěpničná",50.127995,14.478148,"0",,0,,0,,D,740,4
U741Z1P,"Ústřední",50.069038,14.543498,"P",,0,,0,,A,741,1
U741Z1,"Ústřední",50.069038,14.543498,"0",,0,,0,,A,741,1
U741Z2P,"Ústřední",50.069916,14.542244,"P",,0,,0,,B,741,2
U741Z2,"Ústřední",50.069916,14.542244,"0",,0,,0,,B,741,2
U741Z3P,"Ústřední",50.070019,14.544600,"P",,0,,0,,C,741,3
U742Z3P,"Novoštěrboholská",50.074512,14.561533,"P",,0,,0,,C,742,3
U742Z4P,"Novoštěrboholská",50.074337,14.560705,"P",,0,,0,,D,742,4
U743Z1P,"Rokycanova",50.086220,14.455529,"P",,0,,0,,A,743,1
U743Z2P,"Rokycanova",50.086117,14.455433,"P",,0,,0,,B,743,2
U744Z1P,"Šumavská",50.075401,14.444184,"P",,0,,1,,A,744,1
U744Z2P,"Šumavská",50.075291,14.443555,"P",,0,,1,,B,744,2
U745Z1P,"Tachovské náměstí",50.087185,14.452272,"P",,0,,0,,A,745,1
U745Z2P,"Tachovské náměstí",50.087387,14.452385,"P",,0,,0,,B,745,2
U746Z1P,"U Jankovky",49.987885,14.367332,"P",,0,,0,,A,746,1
U746Z2P,"U Jankovky",49.988533,14.368534,"P",,0,,0,,B,746,2
U747Z1P,"Spalovna Malešice",50.078918,14.537844,"P",,0,,0,,A,747,1
U747Z2P,"Spalovna Malešice",50.081451,14.538278,"P",,0,,0,,B,747,2
U748Z1P,"Televizní věž",50.080307,14.374422,"P",,0,,0,,D,748,1
U748Z2P,"Televizní věž",50.080166,14.373316,"P",,0,,0,,B,748,2
U749Z1P,"Tempo",50.019882,14.451949,"P",,0,,0,,A,749,1
U749Z1,"Tempo",50.019882,14.451949,"0",,0,,0,,A,749,1
U749Z2P,"Tempo",50.020187,14.451972,"P",,0,,0,,B,749,2
U749Z2,"Tempo",50.020187,14.451972,"0",,0,,0,,B,749,2
U750Z1P,"Teplárna Malešice",50.082867,14.526933,"P",,0,,0,,A,750,1
U750Z2P,"Teplárna Malešice",50.083416,14.524866,"P",,0,,0,,B,750,2
U751Z1P,"Teplárna Michle",50.053028,14.474370,"P",,0,,1,,A,751,1
U751Z2P,"Teplárna Michle",50.052612,14.474989,"P",,0,,1,,B,751,2
U752Z1P,"Teplárna Třeboradice",50.163380,14.514756,"P",,0,,0,,A,752,1
U752Z1,"Teplárna Třeboradice",50.163380,14.514756,"B",,0,,0,,A,752,1
U753Z1P,"Terasy",50.036972,14.399869,"P",,0,,0,,A,753,1
U753Z2P,"Terasy",50.036953,14.400469,"P",,0,,0,,B,753,2
U754Z1P,"Prosecká",50.117359,14.497153,"P",,0,,0,,A,754,1
U754Z2P,"Prosecká",50.117390,14.496782,"P",,0,,0,,B,754,2
U755Z1P,"Nademlejnská",50.103828,14.524174,"P",,0,,1,,A,755,1
U755Z2P,"Nademlejnská",50.103802,14.525058,"P",,0,,1,,B,755,2
U756Z1P,"Červený dvůr",50.084133,14.479660,"P",,0,,0,,A,756,1
U756Z2P,"Červený dvůr",50.083302,14.476633,"P",,0,,0,,B,756,2
U757Z1P,"Thákurova",50.100109,14.387045,"P",,0,,1,,A,757,1
U757Z2P,"Thákurova",50.100109,14.385787,"P",,0,,1,,B,757,2
U757Z3P,"Thákurova",50.100460,14.388968,"P",,0,,0,,C,757,3
U757Z4P,"Thákurova",50.100361,14.385615,"P",,0,,0,,D,757,4
U758Z1P,"Křižíkova",50.094196,14.451774,"P",,0,,1,,A,758,1
U758Z2P,"Křižíkova",50.093868,14.451097,"P",,0,,1,,B,758,2
U758Z101P,"Křižíkova",50.092600,14.451310,"P",,0,U758S1,1,U758L2,1,758,101
U758Z102P,"Křižíkova",50.092500,14.451360,"P",,0,U758S1,1,U758L2,2,758,102
U760Z1P,"Topolová",50.053719,14.507633,"P",,0,,0,,A,760,1
U760Z2P,"Topolová",50.054436,14.507382,"P",,0,,0,,B,760,2
U761Z1P,"Továrny Hostivař",50.056278,14.543262,"P",,0,,0,,A,761,1
U761Z1,"Továrny Hostivař",50.056278,14.543262,"0",,0,,0,,A,761,1
U761Z2P,"Továrny Hostivař",50.056400,14.542397,"P",,0,,0,,B,761,2
U761Z2,"Továrny Hostivař",50.056400,14.542397,"0",,0,,0,,B,761,2
U762Z1P,"Satalice",50.125275,14.572584,"P",,0,,0,,A,762,1
U762Z1,"Satalice",50.125275,14.572584,"B",,0,,0,,A,762,1
U762Z2P,"Satalice",50.125881,14.570753,"P",,0,,0,,B,762,2
U762Z2,"Satalice",50.125881,14.570753,"B",,0,,0,,B,762,2
U762Z4P,"Satalice",50.125820,14.571045,"P",,0,,0,,D,762,4
U762Z4,"Satalice",50.125820,14.571045,"B",,0,,0,,D,762,4
U763Z1P,"Odlehlá",50.098202,14.481533,"P",,0,,0,,A,763,1
U763Z2P,"Odlehlá",50.098633,14.482133,"P",,0,,0,,B,763,2
U764Z1P,"Zoologická zahrada",50.116749,14.411734,"P",,0,,0,,A,764,1
U764Z2P,"Zoologická zahrada",50.116512,14.411479,"P",,0,,0,,B,764,2
U765Z1P,"Trojská",50.116180,14.433116,"P",,0,,1,,A,765,1
U765Z2P,"Trojská",50.116756,14.433116,"P",,0,,1,,B,765,2
U765Z3P,"Trojská",50.117416,14.431382,"P",,0,,0,,C,765,3
U765Z5P,"Trojská",50.118023,14.432258,"P",,0,,0,,E,765,5
U766Z1P,"Trutnovská",50.146301,14.505899,"P",,0,,0,,A,766,1
U766Z1,"Trutnovská",50.146301,14.505899,"0",,0,,0,,A,766,1
U766Z2P,"Trutnovská",50.146183,14.505549,"P",,0,,0,,B,766,2
U766Z2,"Trutnovská",50.146183,14.505549,"0",,0,,0,,B,766,2
U767Z1P,"Třebešín",50.083969,14.481850,"P",,0,,0,,A,767,1
U767Z2P,"Třebešín",50.084358,14.481859,"P",,0,,0,,B,767,2
U768Z1P,"Třebonice",50.045128,14.280542,"P",,0,,0,,A,768,1
U768Z2P,"Třebonice",50.045128,14.280542,"P",,0,,0,,B,768,2
U769Z1P,"Třeboradice",50.163803,14.524516,"P",,0,,0,,A,769,1
U769Z1,"Třeboradice",50.163803,14.524516,"B",,0,,0,,A,769,1
U769Z2P,"Třeboradice",50.162533,14.524883,"P",,0,,0,,B,769,2
U769Z3P,"Třeboradice",50.162552,14.525066,"P",,0,,0,,C,769,3
U769Z3,"Třeboradice",50.162552,14.525066,"B",,0,,0,,C,769,3
U770Z1P,"Nové Petrovice",50.039955,14.554585,"P",,0,,0,,A,770,1
U770Z2P,"Nové Petrovice",50.040138,14.554604,"P",,0,,0,,B,770,2
U771Z1P,"Tupolevova",50.134644,14.505980,"P",,0,,0,,A,771,1
U771Z1,"Tupolevova",50.134644,14.505980,"0",,0,,0,,A,771,1
U771Z2P,"Tupolevova",50.134369,14.505799,"P",,0,,0,,B,771,2
U771Z2,"Tupolevova",50.134369,14.505799,"0",,0,,0,,B,771,2
U772Z1P,"Tyršova čtvrť",50.014103,14.411272,"P",,0,,0,,A,772,1
U772Z2P,"Tyršova čtvrť",50.014084,14.410127,"P",,0,,0,,B,772,2
U774Z1P,"U Dálnice",50.020485,14.507700,"P",,0,,0,,A,774,1
U774Z2P,"U Dálnice",50.020500,14.507099,"P",,0,,0,,B,774,2
U775Z1P,"U Elektry",50.103462,14.518556,"P",,0,,1,,A,775,1
U775Z2P,"U Elektry",50.103474,14.519442,"P",,0,,1,,B,775,2
U776Z1P,"U Hangáru",50.108486,14.276144,"P",,0,,0,,A,776,1
U776Z2P,"U Hangáru",50.108257,14.278206,"P",,0,,0,,B,776,2
U776Z2,"U Hangáru",50.108257,14.278206,"B",,0,,0,,B,776,2
U776Z3,"U Hangáru",50.108131,14.276926,"B",,0,,0,,C,776,3
U777Z1P,"U Kapličky",49.962234,14.360899,"P",,0,,0,,A,777,1
U777Z2P,"U Kapličky",49.962002,14.360849,"P",,0,,0,,B,777,2
U777Z3P,"U Kapličky",49.961906,14.360261,"P",,0,,0,,C,777,3
U778Z1P,"U Kaštanu",50.083626,14.363349,"P",,0,,1,,A,778,1
U778Z2P,"U Kaštanu",50.083679,14.362873,"P",,0,,1,,B,778,2
U778Z51P,"U Kaštanu",50.083626,14.363349,"P",,0,,0,,A,778,51
U778Z52P,"U Kaštanu",50.083679,14.362873,"P",,0,,0,,B,778,52
U779Z1P,"U Kříže",50.112110,14.475317,"P",,0,,1,,A,779,1
U779Z2P,"U Kříže",50.112373,14.475761,"P",,0,,1,,B,779,2
U780Z1P,"U Křížku",50.014866,14.356653,"P",,0,,0,,A,780,1
U780Z1,"U Křížku",50.014866,14.356653,"0",,0,,0,,A,780,1
U780Z2P,"U Křížku",50.015938,14.356823,"P",,0,,0,,B,780,2
U780Z2,"U Křížku",50.015938,14.356823,"0",,0,,0,,B,780,2
U781Z1P,"U Ladronky",50.079899,14.361795,"P",,0,,0,,A,781,1
U781Z2P,"U Ladronky",50.079838,14.362393,"P",,0,,0,,B,781,2
U782Z1P,"U Lesíka",50.064449,14.358116,"P",,0,,0,,A,782,1
U782Z2P,"U Lesíka",50.064968,14.359033,"P",,0,,0,,B,782,2
U783Z1P,"U Libušské sokolovny",50.004452,14.464533,"P",,0,,0,,A,783,1
U783Z1,"U Libušské sokolovny",50.004452,14.464533,"B",,0,,0,,A,783,1
U783Z2P,"U Libušské sokolovny",50.005150,14.464166,"P",,0,,0,,B,783,2
U783Z2,"U Libušské sokolovny",50.005150,14.464166,"B",,0,,0,,B,783,2
U784Z1P,"U Lípy",50.053085,14.494116,"P",,0,,0,,A,784,1
U784Z2P,"U Lípy",50.053085,14.494383,"P",,0,,0,,B,784,2
U784Z3P,"U Lípy",50.051514,14.494787,"P",,0,,0,,C,784,3
U784Z4P,"U Lípy",50.051311,14.494494,"P",,0,,0,,D,784,4
U785Z1P,"U Lomů",49.996796,14.339046,"P",,0,,0,,A,785,1
U785Z2P,"U Lomů",49.997108,14.338926,"P",,0,,0,,B,785,2
U786Z1P,"K Fialce",50.055885,14.329366,"P",,0,,0,,A,786,1
U786Z2P,"K Fialce",50.055553,14.329546,"P",,0,,0,,B,786,2
U787Z1P,"U Matěje",50.112202,14.379900,"P",,0,,0,,A,787,1
U787Z2P,"U Matěje",50.112267,14.380150,"P",,0,,0,,B,787,2
U788Z1P,"U Měchurky",50.064568,14.377916,"P",,0,,0,,A,788,1
U788Z2P,"U Měchurky",50.064835,14.378550,"P",,0,,0,,B,788,2
U789Z1P,"U Památníku",50.086662,14.446675,"P",,0,,0,,A,789,1
U789Z2P,"U Památníku",50.086918,14.445132,"P",,0,,0,,B,789,2
U790Z1P,"Ke Klíčovu",50.113533,14.509788,"P",,0,,0,,A,790,1
U790Z2P,"Ke Klíčovu",50.113155,14.507426,"P",,0,,0,,B,790,2
U791Z1P,"Čakovický zámek",50.151669,14.521683,"P",,0,,0,,A,791,1
U791Z1,"Čakovický zámek",50.151669,14.521683,"B",,0,,0,,A,791,1
U791Z2P,"Čakovický zámek",50.151703,14.521350,"P",,0,,0,,B,791,2
U791Z2,"Čakovický zámek",50.151703,14.521350,"B",,0,,0,,B,791,2
U792Z1P,"Dubeč",50.061760,14.596133,"P",,0,,0,,A,792,1
U792Z2P,"Dubeč",50.061783,14.596810,"P",,0,,0,,B,792,2
U792Z2,"Dubeč",50.061783,14.596810,"B",,0,,0,,B,792,2
U792Z3P,"Dubeč",50.061928,14.596650,"P",,0,,0,,C,792,3
U792Z3,"Dubeč",50.061928,14.596650,"B",,0,,0,,C,792,3
U793Z1P,"Škola Štěrboholy",50.072117,14.552626,"P",,0,,0,,A,793,1
U793Z2P,"Škola Štěrboholy",50.072247,14.552762,"P",,0,,0,,B,793,2
U794Z1P,"Štěrboholy",50.071651,14.550282,"P",,0,,0,,A,794,1
U794Z2P,"Štěrboholy",50.071930,14.550558,"P",,0,,0,,B,794,2
U795Z1P,"U Spojů",50.145618,14.475149,"P",,0,,0,,A,795,1
U795Z2P,"U Spojů",50.145718,14.475399,"P",,0,,0,,B,795,2
U796Z1P,"Na Planině",50.039494,14.429566,"P",,0,,0,,A,796,1
U796Z2P,"Na Planině",50.039612,14.430909,"P",,0,,0,,B,796,2
U797Z1P,"U Školy",50.043968,14.421583,"P",,0,,0,,A,797,1
U797Z2P,"U Školy",50.043716,14.421766,"P",,0,,0,,B,797,2
U798Z1P,"U Továren",50.056366,14.539800,"P",,0,,0,,A,798,1
U798Z1,"U Továren",50.056366,14.539800,"0",,0,,0,,A,798,1
U798Z2P,"U Továren",50.056423,14.540157,"P",,0,,0,,B,798,2
U798Z2,"U Továren",50.056423,14.540157,"0",,0,,0,,B,798,2
U799Z1P,"U Tří svatých",50.012321,14.477954,"P",,0,,0,,A,799,1
U799Z2P,"U Tří svatých",50.012192,14.477234,"P",,0,,0,,B,799,2
U799Z3,"U Tří svatých",50.010975,14.477255,"B",,0,,0,,C,799,3
U799Z4,"U Tří svatých",50.010712,14.477229,"B",,0,,0,,D,799,4
U800Z1P,"U Václava",50.114449,14.312063,"P",,0,,0,,A,800,1
U800Z1,"U Václava",50.114449,14.312063,"B",,0,,0,,A,800,1
U800Z2P,"U Václava",50.114334,14.312358,"P",,0,,0,,B,800,2
